id_siniestro,score_riesgo,nivel_riesgo,recomendacion,explicacion_score,score_reglas,score_documental,score_nlp,score_modelo,modelo_fallback,rule_points,rule_alerts,rule_critical_flags,rule_severity_max,rule_n_rules_fired,rule_n_critical
SIN-0084,20.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 21/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",21.7,0.0,52.0,21.7,True,13,R002|R005|R023,,ALTO,3,0
SIN-0085,9.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 9/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,9.0,13.3,True,8,R008,,ALTO,1,0
SIN-0086,2.1,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 2/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,14.0,0.0,True,0,,,NINGUNA,0,0
SIN-0087,29.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 30/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). Narrativa con similitud 77% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,77.0,30.0,True,18,R008|R009|R015,,ALTO,3,0
SIN-0088,9.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,11.0,13.3,True,8,R008,,ALTO,1,0
SIN-0089,10.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 11/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,17.0,13.3,True,8,R008,,ALTO,1,0
SIN-0090,26.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 26/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 96% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,96.0,20.0,True,12,R014|R023,R014,CRÍTICO,2,1
SIN-0091,10.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 10/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,67.0,0.0,True,0,,,NINGUNA,0,0
SIN-0092,10.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 11/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,19.0,13.3,True,8,R008,,ALTO,1,0
SIN-0093,28.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 29/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 85% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",26.7,0.0,85.0,26.7,True,16,R002|R014|R023,R014,CRÍTICO,3,1
SIN-0094,1.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 1/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,8.0,0.0,True,0,,,NINGUNA,0,0
SIN-0095,7.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 7/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",6.7,0.0,23.0,6.7,True,4,R002,,ALTO,1,0
SIN-0096,11.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 11/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,20.0,13.3,True,8,R008,,ALTO,1,0
SIN-0097,9.5,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,10.0,13.3,True,8,R008,,ALTO,1,0
SIN-0098,9.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 10/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,64.0,0.0,True,0,,,NINGUNA,0,0
SIN-0099,18.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,29.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0100,2.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 2/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,13.0,0.0,True,0,,,NINGUNA,0,0
SIN-0101,44.1,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 44/100 (Nivel MEDIO). Motor de reglas: 5 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 87% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",51.7,0.0,87.0,51.7,True,31,R005|R008|R009|R014|R023,R014,CRÍTICO,5,1
SIN-0102,20.1,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 20/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,14.0,30.0,True,18,R002|R008|R009,,ALTO,3,0
SIN-0103,15.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 16/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,11.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0104,28.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 29/100 (Nivel BAJO). Motor de reglas: 4 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",35.0,0.0,52.0,35.0,True,21,R002|R008|R016|R023,,ALTO,4,0
SIN-0105,1.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 2/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,12.0,0.0,True,0,,,NINGUNA,0,0
SIN-0106,17.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,61.0,13.3,True,8,R008,,ALTO,1,0
SIN-0107,14.9,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,6.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0108,10.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 11/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,17.0,13.3,True,8,R008,,ALTO,1,0
SIN-0109,26.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 27/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,57.0,30.0,True,18,R002|R008|R009,,ALTO,3,0
SIN-0110,18.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,29.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0111,19.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 20/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,39.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0112,16.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,32.0,20.0,True,12,R002|R008,,ALTO,2,0
SIN-0113,13.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 13/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,33.0,13.3,True,8,R008,,ALTO,1,0
SIN-0114,10.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,16.0,13.3,True,8,R008,,ALTO,1,0
SIN-0115,3.3,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,22.0,0.0,True,0,,,NINGUNA,0,0
SIN-0116,15.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 16/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,12.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0117,16.7,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,58.0,13.3,True,8,R008,,ALTO,1,0
SIN-0118,15.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,8.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0119,9.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 9/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,9.0,13.3,True,8,R008,,ALTO,1,0
SIN-0120,34.4,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 34/100 (Nivel MEDIO). Motor de reglas: 4 regla(s) activada(s), 0 crítica(s). Señales documentales PDF: score 10/100. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",38.3,10.0,59.0,38.3,True,23,R005|R008|R018|R023,,ALTO,4,0
SIN-0121,3.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 4/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,24.0,0.0,True,0,,,NINGUNA,0,0
SIN-0122,2.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,17.0,0.0,True,0,,,NINGUNA,0,0
SIN-0123,8.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 8/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",6.7,0.0,27.0,6.7,True,4,R023,,BAJO,1,0
SIN-0124,9.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,12.0,13.3,True,8,R008,,ALTO,1,0
SIN-0125,28.5,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 28/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,70.0,30.0,True,18,R008|R009|R015,,ALTO,3,0
SIN-0126,17.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,20.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0127,15.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,8.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0128,27.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 27/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,60.0,30.0,True,18,R002|R008|R009,,ALTO,3,0
SIN-0129,10.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,16.0,13.3,True,8,R008,,ALTO,1,0
SIN-0130,11.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 11/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,23.0,13.3,True,8,R002|R023,,ALTO,2,0
SIN-0131,17.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,25.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0132,21.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 22/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,24.0,30.0,True,18,R002|R008|R009,,ALTO,3,0
SIN-0133,25.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 26/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",28.3,0.0,59.0,28.3,True,17,R005|R008|R023,,ALTO,3,0
SIN-0134,17.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,24.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0135,11.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 11/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,21.0,13.3,True,8,R008,,ALTO,1,0
SIN-0136,1.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 1/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,8.0,0.0,True,0,,,NINGUNA,0,0
SIN-0137,4.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 4/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,27.0,0.0,True,0,,,NINGUNA,0,0
SIN-0138,19.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 19/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,33.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0139,14.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 14/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,16.0,20.0,True,12,R002|R008,,ALTO,2,0
SIN-0140,4.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 4/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,28.0,0.0,True,0,,,NINGUNA,0,0
SIN-0141,10.7,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 11/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,18.0,13.3,True,8,R008,,ALTO,1,0
SIN-0142,3.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,20.0,0.0,True,0,,,NINGUNA,0,0
SIN-0143,30.2,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 30/100 (Nivel MEDIO). Motor de reglas: 4 regla(s) activada(s), 1 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",41.7,0.0,35.0,41.7,True,25,R001|R005|R008|R023,R001,CRÍTICO,4,1
SIN-0144,10.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,16.0,13.3,True,8,R008,,ALTO,1,0
SIN-0145,16.1,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 16/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,14.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0146,15.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 16/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,11.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0147,19.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 20/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",26.7,0.0,24.0,26.7,True,16,R002|R008|R023,,ALTO,3,0
SIN-0148,33.8,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 34/100 (Nivel MEDIO). Motor de reglas: 5 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",45.0,0.0,45.0,45.0,True,27,R002|R005|R008|R009|R023,,ALTO,5,0
SIN-0149,43.2,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 43/100 (Nivel MEDIO). Motor de reglas: 5 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 88% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",50.0,0.0,88.0,50.0,True,30,R002|R008|R009|R014|R023,R014,CRÍTICO,5,1
SIN-0150,17.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,24.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0151,18.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",26.7,0.0,16.0,26.7,True,16,R002|R008|R023,,ALTO,3,0
SIN-0152,17.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 1 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,36.0,20.0,True,12,R001|R023,R001,CRÍTICO,2,1
SIN-0153,0.9,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 1/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,6.0,0.0,True,0,,,NINGUNA,0,0
SIN-0154,26.7,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 27/100 (Nivel BAJO). Motor de reglas: 4 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",35.0,0.0,38.0,35.0,True,21,R002|R005|R008|R023,,ALTO,4,0
SIN-0155,19.3,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 19/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",26.7,0.0,22.0,26.7,True,16,R002|R008|R023,,ALTO,3,0
SIN-0156,21.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 21/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",21.7,0.0,53.0,21.7,True,13,R002|R005|R023,,ALTO,3,0
SIN-0157,15.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,21.0,20.0,True,12,R002|R008,,ALTO,2,0
SIN-0158,2.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 2/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,13.0,0.0,True,0,,,NINGUNA,0,0
SIN-0159,1.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 1/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,8.0,0.0,True,0,,,NINGUNA,0,0
SIN-0160,58.2,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 58/100 (Nivel MEDIO). Motor de reglas: 8 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 81% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",76.7,0.0,81.0,76.7,True,46,R002|R005|R008|R009|R011|R015|R016|R023,R011,CRÍTICO,8,1
SIN-0161,1.3,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 1/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,9.0,0.0,True,0,,,NINGUNA,0,0
SIN-0162,19.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 20/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,39.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0163,28.9,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 29/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 2 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",36.7,0.0,46.0,36.7,True,22,R001|R011|R023,R001|R011,CRÍTICO,3,2
SIN-0164,2.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 2/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,13.0,0.0,True,0,,,NINGUNA,0,0
SIN-0165,9.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,12.0,13.3,True,8,R008,,ALTO,1,0
SIN-0166,52.8,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 53/100 (Nivel MEDIO). Motor de reglas: 7 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 85% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",66.7,0.0,85.0,66.7,True,40,R002|R005|R008|R009|R014|R016|R023,R014,CRÍTICO,7,1
SIN-0167,9.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,11.0,13.3,True,8,R008,,ALTO,1,0
SIN-0168,19.5,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 20/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",21.7,0.0,43.0,21.7,True,13,R002|R016|R023,,ALTO,3,0
SIN-0169,33.1,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 33/100 (Nivel MEDIO). Motor de reglas: 4 regla(s) activada(s), 0 crítica(s). Narrativa con similitud 74% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",36.7,0.0,74.0,36.7,True,22,R008|R009|R015|R023,,ALTO,4,0
